NIC_PT,NUI_PT,NAME,IPRCAT,AGECAT,SEXCAT,YEAR,state,county
3987,401,"Clay County, WV",0,1,0,2022,54,015
1895,231,"Clay County, WV",1,1,0,2022,54,015
2267,272,"Clay County, WV",2,1,0,2022,54,015
1353,168,"Clay County, WV",3,1,0,2022,54,015
3101,353,"Clay County, WV",4,1,0,2022,54,015
1748,185,"Clay County, WV",5,1,0,2022,54,015
1946,225,"Clay County, WV",0,1,1,2022,54,015
869,124,"Clay County, WV",1,1,1,2022,54,015
1055,148,"Clay County, WV",2,1,1,2022,54,015
589,87,"Clay County, WV",3,1,1,2022,54,015
1482,196,"Clay County, WV",4,1,1,2022,54,015
893,109,"Clay County, WV",5,1,1,2022,54,015
2041,176,"Clay County, WV",0,1,2,2022,54,015
1026,107,"Clay County, WV",1,1,2,2022,54,015
1212,124,"Clay County, WV",2,1,2,2022,54,015
764,81,"Clay County, WV",3,1,2,2022,54,015
1619,157,"Clay County, WV",4,1,2,2022,54,015
855,76,"Clay County, WV",5,1,2,2022,54,015
2405,223,"Clay County, WV",0,2,0,2022,54,015
1084,127,"Clay County, WV",1,2,0,2022,54,015
1289,149,"Clay County, WV",2,2,0,2022,54,015
778,94,"Clay County, WV",3,2,0,2022,54,015
1791,194,"Clay County, WV",4,2,0,2022,54,015
1013,100,"Clay County, WV",5,2,0,2022,54,015
1174,109,"Clay County, WV",0,2,1,2022,54,015
505,61,"Clay County, WV",1,2,1,2022,54,015
606,72,"Clay County, WV",2,2,1,2022,54,015
353,45,"Clay County, WV",3,2,1,2022,54,015
857,94,"Clay County, WV",4,2,1,2022,54,015
504,49,"Clay County, WV",5,2,1,2022,54,015
425,49,"Clay County, WV",3,2,2,2022,54,015
1231,114,"Clay County, WV",0,2,2,2022,54,015
579,66,"Clay County, WV",1,2,2,2022,54,015
683,77,"Clay County, WV",2,2,2,2022,54,015
934,100,"Clay County, WV",4,2,2,2022,54,015
509,51,"Clay County, WV",5,2,2,2022,54,015
1519,148,"Clay County, WV",0,3,0,2022,54,015
703,85,"Clay County, WV",1,3,0,2022,54,015
825,99,"Clay County, WV",2,3,0,2022,54,015
510,63,"Clay County, WV",3,3,0,2022,54,015
1134,129,"Clay County, WV",4,3,0,2022,54,015
624,66,"Clay County, WV",5,3,0,2022,54,015
734,65,"Clay County, WV",0,3,1,2022,54,015
335,37,"Clay County, WV",1,3,1,2022,54,015
391,43,"Clay County, WV",2,3,1,2022,54,015
243,28,"Clay County, WV",3,3,1,2022,54,015
543,56,"Clay County, WV",4,3,1,2022,54,015
300,28,"Clay County, WV",5,3,1,2022,54,015
785,83,"Clay County, WV",0,3,2,2022,54,015
368,48,"Clay County, WV",1,3,2,2022,54,015
434,56,"Clay County, WV",2,3,2,2022,54,015
267,35,"Clay County, WV",3,3,2,2022,54,015
591,73,"Clay County, WV",4,3,2,2022,54,015
324,38,"Clay County, WV",5,3,2,2022,54,015
1758,43,"Clay County, WV",0,4,0,2022,54,015
1056,25,"Clay County, WV",1,4,0,2022,54,015
1242,30,"Clay County, WV",2,4,0,2022,54,015
795,17,"Clay County, WV",3,4,0,2022,54,015
1565,38,"Clay County, WV",4,4,0,2022,54,015
770,21,"Clay County, WV",5,4,0,2022,54,015
3744,386,"Clay County, WV",0,5,0,2022,54,015
1771,222,"Clay County, WV",1,5,0,2022,54,015
2117,262,"Clay County, WV",2,5,0,2022,54,015
1267,162,"Clay County, WV",3,5,0,2022,54,015
2899,339,"Clay County, WV",4,5,0,2022,54,015
1632,177,"Clay County, WV",5,5,0,2022,54,015
1809,214,"Clay County, WV",0,5,1,2022,54,015
804,118,"Clay County, WV",1,5,1,2022,54,015
974,141,"Clay County, WV",2,5,1,2022,54,015
1935,172,"Clay County, WV",0,5,2,2022,54,015
546,83,"Clay County, WV",3,5,1,2022,54,015
1371,186,"Clay County, WV",4,5,1,2022,54,015
825,103,"Clay County, WV",5,5,1,2022,54,015
967,104,"Clay County, WV",1,5,2,2022,54,015
1143,121,"Clay County, WV",2,5,2,2022,54,015
721,79,"Clay County, WV",3,5,2,2022,54,015
1528,153,"Clay County, WV",4,5,2,2022,54,015
807,74,"Clay County, WV",5,5,2,2022,54,015
4518,375,"Doddridge County, WV",0,0,0,2022,54,017
1576,186,"Doddridge County, WV",1,0,0,2022,54,017
1985,227,"Doddridge County, WV",2,0,0,2022,54,017
1077,130,"Doddridge County, WV",3,0,0,2022,54,017
3034,310,"Doddridge County, WV",4,0,0,2022,54,017
1957,180,"Doddridge County, WV",5,0,0,2022,54,017
2327,227,"Doddridge County, WV",0,0,1,2022,54,017
752,108,"Doddridge County, WV",1,0,1,2022,54,017
958,133,"Doddridge County, WV",2,0,1,2022,54,017
505,75,"Doddridge County, WV",3,0,1,2022,54,017
1497,186,"Doddridge County, WV",4,0,1,2022,54,017
992,111,"Doddridge County, WV",5,0,1,2022,54,017
2191,148,"Doddridge County, WV",0,0,2,2022,54,017
824,78,"Doddridge County, WV",1,0,2,2022,54,017
1027,94,"Doddridge County, WV",2,0,2,2022,54,017
572,55,"Doddridge County, WV",3,0,2,2022,54,017
1537,124,"Doddridge County, WV",4,0,2,2022,54,017
965,69,"Doddridge County, WV",5,0,2,2022,54,017
3517,351,"Doddridge County, WV",0,1,0,2022,54,017
1121,173,"Doddridge County, WV",1,1,0,2022,54,017
1416,211,"Doddridge County, WV",2,1,0,2022,54,017
768,122,"Doddridge County, WV",3,1,0,2022,54,017
2220,289,"Doddridge County, WV",4,1,0,2022,54,017
1452,167,"Doddridge County, WV",5,1,0,2022,54,017
1823,217,"Doddridge County, WV",0,1,1,2022,54,017
510,102,"Doddridge County, WV",1,1,1,2022,54,017
657,126,"Doddridge County, WV",2,1,1,2022,54,017
339,71,"Doddridge County, WV",3,1,1,2022,54,017
1086,177,"Doddridge County, WV",4,1,1,2022,54,017
759,85,"Doddridge County, WV",2,1,2,2022,54,017
747,106,"Doddridge County, WV",5,1,1,2022,54,017
1694,134,"Doddridge County, WV",0,1,2,2022,54,017
611,71,"Doddridge County, WV",1,1,2,2022,54,017
429,51,"Doddridge County, WV",3,1,2,2022,54,017
1134,112,"Doddridge County, WV",4,1,2,2022,54,017
705,61,"Doddridge County, WV",5,1,2,2022,54,017
2265,202,"Doddridge County, WV",0,2,0,2022,54,017
659,98,"Doddridge County, WV",1,2,0,2022,54,017
823,118,"Doddridge County, WV",2,2,0,2022,54,017
459,70,"Doddridge County, WV",3,2,0,2022,54,017
1302,162,"Doddridge County, WV",4,2,0,2022,54,017
843,92,"Doddridge County, WV",5,2,0,2022,54,017
1184,115,"Doddridge County, WV",0,2,1,2022,54,017
309,55,"Doddridge County, WV",1,2,1,2022,54,017
390,66,"Doddridge County, WV",2,2,1,2022,54,017
210,39,"Doddridge County, WV",3,2,1,2022,54,017
648,92,"Doddridge County, WV",4,2,1,2022,54,017
438,53,"Doddridge County, WV",5,2,1,2022,54,017
1081,87,"Doddridge County, WV",0,2,2,2022,54,017
350,43,"Doddridge County, WV",1,2,2,2022,54,017
433,52,"Doddridge County, WV",2,2,2,2022,54,017
249,31,"Doddridge County, WV",3,2,2,2022,54,017
654,70,"Doddridge County, WV",4,2,2,2022,54,017
405,39,"Doddridge County, WV",5,2,2,2022,54,017
1482,126,"Doddridge County, WV",0,3,0,2022,54,017
424,61,"Doddridge County, WV",1,3,0,2022,54,017
523,73,"Doddridge County, WV",2,3,0,2022,54,017
308,45,"Doddridge County, WV",3,3,0,2022,54,017
795,98,"Doddridge County, WV",4,3,0,2022,54,017
487,53,"Doddridge County, WV",5,3,0,2022,54,017
782,65,"Doddridge County, WV",0,3,1,2022,54,017
205,31,"Doddridge County, WV",1,3,1,2022,54,017
254,37,"Doddridge County, WV",2,3,1,2022,54,017
146,23,"Doddridge County, WV",3,3,1,2022,54,017
399,50,"Doddridge County, WV",4,3,1,2022,54,017
253,27,"Doddridge County, WV",5,3,1,2022,54,017
700,61,"Doddridge County, WV",0,3,2,2022,54,017
396,48,"Doddridge County, WV",4,3,2,2022,54,017
219,30,"Doddridge County, WV",1,3,2,2022,54,017
269,36,"Doddridge County, WV",2,3,2,2022,54,017
162,22,"Doddridge County, WV",3,3,2,2022,54,017
234,26,"Doddridge County, WV",5,3,2,2022,54,017
1047,24,"Doddridge County, WV",0,4,0,2022,54,017
476,13,"Doddridge County, WV",1,4,0,2022,54,017
594,16,"Doddridge County, WV",2,4,0,2022,54,017
323,8,"Doddridge County, WV",3,4,0,2022,54,017
849,21,"Doddridge County, WV",4,4,0,2022,54,017
526,13,"Doddridge County, WV",5,4,0,2022,54,017
3388,340,"Doddridge County, WV",0,5,0,2022,54,017
1064,167,"Doddridge County, WV",1,5,0,2022,54,017
1347,204,"Doddridge County, WV",2,5,0,2022,54,017
728,118,"Doddridge County, WV",3,5,0,2022,54,017
2122,280,"Doddridge County, WV",4,5,0,2022,54,017
1394,162,"Doddridge County, WV",5,5,0,2022,54,017
1760,211,"Doddridge County, WV",0,5,1,2022,54,017
484,99,"Doddridge County, WV",1,5,1,2022,54,017
625,122,"Doddridge County, WV",2,5,1,2022,54,017
322,69,"Doddridge County, WV",3,5,1,2022,54,017
1040,172,"Doddridge County, WV",4,5,1,2022,54,017
718,103,"Doddridge County, WV",5,5,1,2022,54,017
1628,129,"Doddridge County, WV",0,5,2,2022,54,017
580,68,"Doddridge County, WV",1,5,2,2022,54,017
722,82,"Doddridge County, WV",2,5,2,2022,54,017
406,49,"Doddridge County, WV",3,5,2,2022,54,017
1082,108,"Doddridge County, WV",4,5,2,2022,54,017
676,59,"Doddridge County, WV",5,5,2,2022,54,017
27033,2291,"Fayette County, WV",0,0,0,2022,54,019
11716,1146,"Fayette County, WV",1,0,0,2022,54,019
14254,1391,"Fayette County, WV",2,0,0,2022,54,019
8338,795,"Fayette County, WV",3,0,0,2022,54,019
21060,1975,"Fayette County, WV",4,0,0,2022,54,019
12722,1180,"Fayette County, WV",5,0,0,2022,54,019
13567,1342,"Fayette County, WV",0,0,1,2022,54,019
5705,649,"Fayette County, WV",1,0,1,2022,54,019
6997,798,"Fayette County, WV",2,0,1,2022,54,019
13466,949,"Fayette County, WV",0,0,2,2022,54,019
4002,438,"Fayette County, WV",3,0,1,2022,54,019
10479,1151,"Fayette County, WV",4,0,1,2022,54,019
6477,713,"Fayette County, WV",5,0,1,2022,54,019
6011,497,"Fayette County, WV",1,0,2,2022,54,019
7257,593,"Fayette County, WV",2,0,2,2022,54,019
4336,357,"Fayette County, WV",3,0,2,2022,54,019
10581,824,"Fayette County, WV",4,0,2,2022,54,019
6245,467,"Fayette County, WV",5,0,2,2022,54,019
19225,2106,"Fayette County, WV",0,1,0,2022,54,019
7527,1052,"Fayette County, WV",1,1,0,2022,54,019
9263,1274,"Fayette County, WV",2,1,0,2022,54,019
5265,730,"Fayette County, WV",3,1,0,2022,54,019
14309,1814,"Fayette County, WV",4,1,0,2022,54,019
9044,1084,"Fayette County, WV",5,1,0,2022,54,019
9557,1257,"Fayette County, WV",0,1,1,2022,54,019
3501,602,"Fayette County, WV",1,1,1,2022,54,019
4380,741,"Fayette County, WV",2,1,1,2022,54,019
2358,404,"Fayette County, WV",3,1,1,2022,54,019
6996,1076,"Fayette County, WV",4,1,1,2022,54,019
4638,672,"Fayette County, WV",5,1,1,2022,54,019
9668,849,"Fayette County, WV",0,1,2,2022,54,019
4026,450,"Fayette County, WV",1,1,2,2022,54,019
4883,533,"Fayette County, WV",2,1,2,2022,54,019
2907,326,"Fayette County, WV",3,1,2,2022,54,019
7313,738,"Fayette County, WV",4,1,2,2022,54,019
4406,412,"Fayette County, WV",5,1,2,2022,54,019
11349,1065,"Fayette County, WV",0,2,0,2022,54,019
4138,512,"Fayette County, WV",1,2,0,2022,54,019
5063,616,"Fayette County, WV",2,2,0,2022,54,019
2898,359,"Fayette County, WV",3,2,0,2022,54,019
8037,902,"Fayette County, WV",4,2,0,2022,54,019
5139,543,"Fayette County, WV",5,2,0,2022,54,019
5574,585,"Fayette County, WV",0,2,1,2022,54,019
2000,291,"Fayette County, WV",1,2,1,2022,54,019
2426,346,"Fayette County, WV",2,2,1,2022,54,019
1398,208,"Fayette County, WV",3,2,1,2022,54,019
2138,221,"Fayette County, WV",1,2,2,2022,54,019
3953,502,"Fayette County, WV",4,2,1,2022,54,019
2555,294,"Fayette County, WV",5,2,1,2022,54,019
5775,480,"Fayette County, WV",0,2,2,2022,54,019
2637,270,"Fayette County, WV",2,2,2,2022,54,019
1500,151,"Fayette County, WV",3,2,2,2022,54,019
4084,400,"Fayette County, WV",4,2,2,2022,54,019
2584,249,"Fayette County, WV",5,2,2,2022,54,019
6942,679,"Fayette County, WV",0,3,0,2022,54,019
2595,321,"Fayette County, WV",1,3,0,2022,54,019
3131,384,"Fayette County, WV",2,3,0,2022,54,019
1843,226,"Fayette County, WV",3,3,0,2022,54,019
4905,571,"Fayette County, WV",4,3,0,2022,54,019
3062,345,"Fayette County, WV",5,3,0,2022,54,019
3418,367,"Fayette County, WV",0,3,1,2022,54,019
1303,185,"Fayette County, WV",1,3,1,2022,54,019
1539,217,"Fayette County, WV",2,3,1,2022,54,019
932,134,"Fayette County, WV",3,3,1,2022,54,019
2442,314,"Fayette County, WV",4,3,1,2022,54,019
1510,180,"Fayette County, WV",5,3,1,2022,54,019
3524,312,"Fayette County, WV",0,3,2,2022,54,019
1292,136,"Fayette County, WV",1,3,2,2022,54,019
1592,167,"Fayette County, WV",2,3,2,2022,54,019
911,92,"Fayette County, WV",3,3,2,2022,54,019
2463,257,"Fayette County, WV",4,3,2,2022,54,019
1552,165,"Fayette County, WV",5,3,2,2022,54,019
8204,201,"Fayette County, WV",0,4,0,2022,54,019
4395,103,"Fayette County, WV",1,4,0,2022,54,019
5234,128,"Fayette County, WV",2,4,0,2022,54,019
3222,72,"Fayette County, WV",3,4,0,2022,54,019
7072,175,"Fayette County, WV",4,4,0,2022,54,019
3850,103,"Fayette County, WV",5,4,0,2022,54,019
18176,2036,"Fayette County, WV",0,5,0,2022,54,019
7007,1013,"Fayette County, WV",1,5,0,2022,54,019
8641,1228,"Fayette County, WV",2,5,0,2022,54,019
4883,702,"Fayette County, WV",3,5,0,2022,54,019
13462,1752,"Fayette County, WV",4,5,0,2022,54,019
4068,715,"Fayette County, WV",2,5,1,2022,54,019
8579,1050,"Fayette County, WV",5,5,0,2022,54,019
8993,1216,"Fayette County, WV",0,5,1,2022,54,019
3249,580,"Fayette County, WV",1,5,1,2022,54,019
2181,389,"Fayette County, WV",3,5,1,2022,54,019
6553,1040,"Fayette County, WV",4,5,1,2022,54,019
4372,651,"Fayette County, WV",5,5,1,2022,54,019
9183,820,"Fayette County, WV",0,5,2,2022,54,019
3758,433,"Fayette County, WV",1,5,2,2022,54,019
4573,513,"Fayette County, WV",2,5,2,2022,54,019
2702,313,"Fayette County, WV",3,5,2,2022,54,019
6909,712,"Fayette County, WV",4,5,2,2022,54,019
4207,399,"Fayette County, WV",5,5,2,2022,54,019
4044,403,"Gilmer County, WV",0,0,0,2022,54,021
1716,222,"Gilmer County, WV",1,0,0,2022,54,021
2123,266,"Gilmer County, WV",2,0,0,2022,54,021
1201,158,"Gilmer County, WV",3,0,0,2022,54,021
3099,350,"Gilmer County, WV",4,0,0,2022,54,021
1898,192,"Gilmer County, WV",5,0,0,2022,54,021
2101,242,"Gilmer County, WV",0,0,1,2022,54,021
824,127,"Gilmer County, WV",1,0,1,2022,54,021
1042,155,"Gilmer County, WV",2,0,1,2022,54,021
560,89,"Gilmer County, WV",3,0,1,2022,54,021
1560,208,"Gilmer County, WV",4,0,1,2022,54,021
1000,119,"Gilmer County, WV",5,0,1,2022,54,021
1943,161,"Gilmer County, WV",0,0,2,2022,54,021
892,95,"Gilmer County, WV",1,0,2,2022,54,021
1081,111,"Gilmer County, WV",2,0,2,2022,54,021
641,69,"Gilmer County, WV",3,0,2,2022,54,021
1539,142,"Gilmer County, WV",4,0,2,2022,54,021
898,73,"Gilmer County, WV",5,0,2,2022,54,021
2983,370,"Gilmer County, WV",0,1,0,2022,54,021
1186,202,"Gilmer County, WV",1,1,0,2022,54,021
1472,243,"Gilmer County, WV",2,1,0,2022,54,021
829,145,"Gilmer County, WV",3,1,0,2022,54,021
2181,320,"Gilmer County, WV",4,1,0,2022,54,021
1352,175,"Gilmer County, WV",5,1,0,2022,54,021
1557,228,"Gilmer County, WV",0,1,1,2022,54,021
1089,195,"Gilmer County, WV",4,1,1,2022,54,021
555,118,"Gilmer County, WV",1,1,1,2022,54,021
707,145,"Gilmer County, WV",2,1,1,2022,54,021
372,83,"Gilmer County, WV",3,1,1,2022,54,021
717,112,"Gilmer County, WV",5,1,1,2022,54,021
1426,142,"Gilmer County, WV",0,1,2,2022,54,021
631,84,"Gilmer County, WV",1,1,2,2022,54,021
765,98,"Gilmer County, WV",2,1,2,2022,54,021
457,62,"Gilmer County, WV",3,1,2,2022,54,021
1092,125,"Gilmer County, WV",4,1,2,2022,54,021
635,63,"Gilmer County, WV",5,1,2,2022,54,021
1639,165,"Gilmer County, WV",0,2,0,2022,54,021
571,83,"Gilmer County, WV",1,2,0,2022,54,021
715,101,"Gilmer County, WV",2,2,0,2022,54,021
388,58,"Gilmer County, WV",3,2,0,2022,54,021
1091,137,"Gilmer County, WV",4,2,0,2022,54,021
703,79,"Gilmer County, WV",5,2,0,2022,54,021
861,94,"Gilmer County, WV",0,2,1,2022,54,021
272,46,"Gilmer County, WV",1,2,1,2022,54,021
348,57,"Gilmer County, WV",2,2,1,2022,54,021
179,32,"Gilmer County, WV",3,2,1,2022,54,021
553,78,"Gilmer County, WV",4,2,1,2022,54,021
374,46,"Gilmer County, WV",5,2,1,2022,54,021
778,71,"Gilmer County, WV",0,2,2,2022,54,021
299,37,"Gilmer County, WV",1,2,2,2022,54,021
367,44,"Gilmer County, WV",2,2,2,2022,54,021
209,26,"Gilmer County, WV",3,2,2,2022,54,021
538,59,"Gilmer County, WV",4,2,2,2022,54,021
329,33,"Gilmer County, WV",5,2,2,2022,54,021
1038,109,"Gilmer County, WV",0,3,0,2022,54,021
364,54,"Gilmer County, WV",1,3,0,2022,54,021
455,66,"Gilmer County, WV",2,3,0,2022,54,021
248,37,"Gilmer County, WV",3,3,0,2022,54,021
670,89,"Gilmer County, WV",4,3,0,2022,54,021
422,52,"Gilmer County, WV",5,3,0,2022,54,021
559,58,"Gilmer County, WV",0,3,1,2022,54,021
178,28,"Gilmer County, WV",1,3,1,2022,54,021
227,35,"Gilmer County, WV",2,3,1,2022,54,021
117,19,"Gilmer County, WV",3,3,1,2022,54,021
186,26,"Gilmer County, WV",1,3,2,2022,54,021
344,47,"Gilmer County, WV",4,3,1,2022,54,021
227,28,"Gilmer County, WV",5,3,1,2022,54,021
479,51,"Gilmer County, WV",0,3,2,2022,54,021
228,31,"Gilmer County, WV",2,3,2,2022,54,021
131,18,"Gilmer County, WV",3,3,2,2022,54,021
326,42,"Gilmer County, WV",4,3,2,2022,54,021
195,24,"Gilmer County, WV",5,3,2,2022,54,021
1117,36,"Gilmer County, WV",0,4,0,2022,54,021
560,23,"Gilmer County, WV",1,4,0,2022,54,021
686,26,"Gilmer County, WV",2,4,0,2022,54,021
392,15,"Gilmer County, WV",3,4,0,2022,54,021
964,33,"Gilmer County, WV",4,4,0,2022,54,021
572,18,"Gilmer County, WV",5,4,0,2022,54,021
2767,347,"Gilmer County, WV",0,5,0,2022,54,021
1068,187,"Gilmer County, WV",1,5,0,2022,54,021
1334,226,"Gilmer County, WV",2,5,0,2022,54,021
742,134,"Gilmer County, WV",3,5,0,2022,54,021
1999,299,"Gilmer County, WV",4,5,0,2022,54,021
1257,165,"Gilmer County, WV",5,5,0,2022,54,021
1445,217,"Gilmer County, WV",0,5,1,2022,54,021
499,111,"Gilmer County, WV",1,5,1,2022,54,021
640,137,"Gilmer County, WV",2,5,1,2022,54,021
334,78,"Gilmer County, WV",3,5,1,2022,54,021
998,185,"Gilmer County, WV",4,5,1,2022,54,021
664,107,"Gilmer County, WV",5,5,1,2022,54,021
1322,130,"Gilmer County, WV",0,5,2,2022,54,021
569,76,"Gilmer County, WV",1,5,2,2022,54,021
694,89,"Gilmer County, WV",2,5,2,2022,54,021
408,56,"Gilmer County, WV",3,5,2,2022,54,021
1001,114,"Gilmer County, WV",4,5,2,2022,54,021
593,58,"Gilmer County, WV",5,5,2,2022,54,021
7518,707,"Grant County, WV",0,0,0,2022,54,023
2649,339,"Grant County, WV",1,0,0,2022,54,023
3407,427,"Grant County, WV",2,0,0,2022,54,023
1767,224,"Grant County, WV",3,0,0,2022,54,023
5433,593,"Grant County, WV",4,0,0,2022,54,023
3666,369,"Grant County, WV",5,0,0,2022,54,023
871,128,"Grant County, WV",3,0,1,2022,54,023
3840,411,"Grant County, WV",0,0,1,2022,54,023
1298,192,"Grant County, WV",1,0,1,2022,54,023
1682,243,"Grant County, WV",2,0,1,2022,54,023
2691,339,"Grant County, WV",4,0,1,2022,54,023
1820,211,"Grant County, WV",5,0,1,2022,54,023
3678,296,"Grant County, WV",0,0,2,2022,54,023
1351,147,"Grant County, WV",1,0,2,2022,54,023
1725,184,"Grant County, WV",2,0,2,2022,54,023
896,96,"Grant County, WV",3,0,2,2022,54,023
2742,254,"Grant County, WV",4,0,2,2022,54,023
1846,158,"Grant County, WV",5,0,2,2022,54,023
5477,639,"Grant County, WV",0,1,0,2022,54,023
1739,307,"Grant County, WV",1,1,0,2022,54,023
2265,386,"Grant County, WV",2,1,0,2022,54,023
1135,203,"Grant County, WV",3,1,0,2022,54,023
3724,534,"Grant County, WV",4,1,0,2022,54,023
2589,331,"Grant County, WV",5,1,0,2022,54,023
2804,380,"Grant County, WV",0,1,1,2022,54,023
816,176,"Grant County, WV",1,1,1,2022,54,023
1083,223,"Grant County, WV",2,1,1,2022,54,023
533,117,"Grant County, WV",3,1,1,2022,54,023
1825,312,"Grant County, WV",4,1,1,2022,54,023
1292,195,"Grant County, WV",5,1,1,2022,54,023
2673,259,"Grant County, WV",0,1,2,2022,54,023
923,131,"Grant County, WV",1,1,2,2022,54,023
1182,163,"Grant County, WV",2,1,2,2022,54,023
602,86,"Grant County, WV",3,1,2,2022,54,023
1899,222,"Grant County, WV",4,1,2,2022,54,023
1297,136,"Grant County, WV",5,1,2,2022,54,023
3241,345,"Grant County, WV",0,2,0,2022,54,023
912,158,"Grant County, WV",1,2,0,2022,54,023
1212,201,"Grant County, WV",2,2,0,2022,54,023
596,105,"Grant County, WV",3,2,0,2022,54,023
2075,285,"Grant County, WV",4,2,0,2022,54,023
1479,180,"Grant County, WV",5,2,0,2022,54,023
1652,186,"Grant County, WV",0,2,1,2022,54,023
450,86,"Grant County, WV",1,2,1,2022,54,023
747,95,"Grant County, WV",5,2,1,2022,54,023
600,109,"Grant County, WV",2,2,1,2022,54,023
296,59,"Grant County, WV",3,2,1,2022,54,023
1043,154,"Grant County, WV",4,2,1,2022,54,023
1589,159,"Grant County, WV",0,2,2,2022,54,023
462,72,"Grant County, WV",1,2,2,2022,54,023
612,92,"Grant County, WV",2,2,2,2022,54,023
300,46,"Grant County, WV",3,2,2,2022,54,023
1032,131,"Grant County, WV",4,2,2,2022,54,023
732,85,"Grant County, WV",5,2,2,2022,54,023
2170,222,"Grant County, WV",0,3,0,2022,54,023
623,100,"Grant County, WV",1,3,0,2022,54,023
833,129,"Grant County, WV",2,3,0,2022,54,023
401,65,"Grant County, WV",3,3,0,2022,54,023
1347,180,"Grant County, WV",4,3,0,2022,54,023
946,115,"Grant County, WV",5,3,0,2022,54,023
1122,114,"Grant County, WV",0,3,1,2022,54,023
320,53,"Grant County, WV",1,3,1,2022,54,023
425,68,"Grant County, WV",2,3,1,2022,54,023
210,36,"Grant County, WV",3,3,1,2022,54,023
681,92,"Grant County, WV",4,3,1,2022,54,023
471,56,"Grant County, WV",5,3,1,2022,54,023
1048,108,"Grant County, WV",0,3,2,2022,54,023
303,47,"Grant County, WV",1,3,2,2022,54,023
408,61,"Grant County, WV",2,3,2,2022,54,023
191,29,"Grant County, WV",3,3,2,2022,54,023
666,88,"Grant County, WV",4,3,2,2022,54,023
475,59,"Grant County, WV",5,3,2,2022,54,023
2139,73,"Grant County, WV",0,4,0,2022,54,023
950,36,"Grant County, WV",1,4,0,2022,54,023
1191,46,"Grant County, WV",2,4,0,2022,54,023
660,23,"Grant County, WV",3,4,0,2022,54,023
1782,64,"Grant County, WV",4,4,0,2022,54,023
1122,41,"Grant County, WV",5,4,0,2022,54,023
5194,614,"Grant County, WV",0,5,0,2022,54,023
1618,291,"Grant County, WV",1,5,0,2022,54,023
2118,367,"Grant County, WV",2,5,0,2022,54,023
1047,192,"Grant County, WV",3,5,0,2022,54,023
3511,511,"Grant County, WV",4,5,0,2022,54,023
1008,214,"Grant County, WV",2,5,1,2022,54,023
2464,319,"Grant County, WV",5,5,0,2022,54,023
2648,368,"Grant County, WV",0,5,1,2022,54,023
756,168,"Grant County, WV",1,5,1,2022,54,023
492,112,"Grant County, WV",3,5,1,2022,54,023
1712,301,"Grant County, WV",4,5,1,2022,54,023
1220,189,"Grant County, WV",5,5,1,2022,54,023
2546,246,"Grant County, WV",0,5,2,2022,54,023
862,123,"Grant County, WV",1,5,2,2022,54,023
1110,153,"Grant County, WV",2,5,2,2022,54,023
555,80,"Grant County, WV",3,5,2,2022,54,023
1799,210,"Grant County, WV",4,5,2,2022,54,023
1244,130,"Grant County, WV",5,5,2,2022,54,023
22354,2096,"Greenbrier County, WV",0,0,0,2022,54,025
9005,1084,"Greenbrier County, WV",1,0,0,2022,54,025
11196,1331,"Greenbrier County, WV",2,0,0,2022,54,025
6364,753,"Greenbrier County, WV",3,0,0,2022,54,025
16508,1798,"Greenbrier County, WV",4,0,0,2022,54,025
10144,1045,"Greenbrier County, WV",5,0,0,2022,54,025
11128,1246,"Greenbrier County, WV",0,0,1,2022,54,025
4316,629,"Greenbrier County, WV",1,0,1,2022,54,025
5434,782,"Greenbrier County, WV",2,0,1,2022,54,025
2958,428,"Greenbrier County, WV",3,0,1,2022,54,025
8160,1068,"Greenbrier County, WV",4,0,1,2022,54,025
5202,640,"Greenbrier County, WV",5,0,1,2022,54,025
11226,850,"Greenbrier County, WV",0,0,2,2022,54,025
4689,455,"Greenbrier County, WV",1,0,2,2022,54,025
5762,549,"Greenbrier County, WV",2,0,2,2022,54,025
3406,325,"Greenbrier County, WV",3,0,2,2022,54,025
8348,730,"Greenbrier County, WV",4,0,2,2022,54,025
4942,405,"Greenbrier County, WV",5,0,2,2022,54,025
16377,1911,"Greenbrier County, WV",0,1,0,2022,54,025
6037,987,"Greenbrier County, WV",1,1,0,2022,54,025
7604,1213,"Greenbrier County, WV",2,1,0,2022,54,025
4200,686,"Greenbrier County, WV",3,1,0,2022,54,025
11542,1638,"Greenbrier County, WV",4,1,0,2022,54,025
7342,952,"Greenbrier County, WV",5,1,0,2022,54,025
1829,397,"Greenbrier County, WV",3,1,1,2022,54,025
8007,1164,"Greenbrier County, WV",0,1,1,2022,54,025
2739,584,"Greenbrier County, WV",1,1,1,2022,54,025
3524,728,"Greenbrier County, WV",2,1,1,2022,54,025
5537,996,"Greenbrier County, WV",4,1,1,2022,54,025
3708,599,"Greenbrier County, WV",5,1,1,2022,54,025
8370,747,"Greenbrier County, WV",0,1,2,2022,54,025
3298,403,"Greenbrier County, WV",1,1,2,2022,54,025
4080,485,"Greenbrier County, WV",2,1,2,2022,54,025
2371,289,"Greenbrier County, WV",3,1,2,2022,54,025
6005,642,"Greenbrier County, WV",4,1,2,2022,54,025
3634,353,"Greenbrier County, WV",5,1,2,2022,54,025
9692,987,"Greenbrier County, WV",0,2,0,2022,54,025
3159,481,"Greenbrier County, WV",1,2,0,2022,54,025
